pm25_BETR012,Date,pm25_BETR001,pm25_BETN043,pm25_BETB011,pm10_BETR012,pm10_BETR001,pm10_BETN043,pm10_BETB011,pm10_BETWOL1
30.5,2008-01-01 00:00:00,53.625,10.5,29.75,24.125,51.375,18.75,35.5,20.0
10.125,2008-01-02 00:00:00,65.875,13.0,53.125,32.125,64.25,22.375,16.25,29.0
13.25,2008-01-03 00:00:00,40.875,14.125,53.125,31.5,62.875,15.5,13.125,30.875
11.375,2008-01-04 00:00:00,67.125,11.125,52.25,45.375,35.5,50.0,20.125,30.0
15.0,2008-01-05 00:00:00,72.5,24.75,52.75,56.75,34.25,99.75,51.875,26.125
15.875,2008-01-06 00:00:00,74.375,27.625,35.375,59.75,34.375,134.625,40.75,35.125
14.25,2008-01-07 00:00:00,38.875,20.25,16.75,20.375,24.0,71.375,73.25,36.0
28.625,2008-01-08 00:00:00,27.75,13.875,6.5,23.0,19.125,106.125,29.25,56.625
39.75,2008-01-09 00:00:00,63.375,9.125,5.25,19.5,16.875,149.0,36.125,23.75
12.375,2008-01-10 00:00:00,79.0,13.5,6.375,16.25,23.0,138.625,38.25,22.75
22.25,2008-01-11 00:00:00,110.625,13.25,19.625,12.125,52.25,95.5,50.75,21.0
20.375,2008-01-12 00:00:00,101.125,13.0,26.375,8.625,52.125,76.5,62.625,32.625
40.5,2008-01-13 00:00:00,78.375,20.875,20.25,21.875,77.625,64.375,65.625,31.875
60.625,2008-01-14 00:00:00,15.375,24.25,17.5,28.25,87.5,40.625,27.0,38.375
62.625,2008-01-15 00:00:00,25.375,18.0,20.25,22.375,66.0,106.125,27.875,33.75
13.25,2008-01-16 00:00:00,30.125,14.625,19.5,30.875,115.375,178.5,25.125,26.75
15.75,2008-01-17 00:00:00,27.625,11.125,18.875,27.875,80.375,133.75,19.625,12.375
27.375,2008-01-18 00:00:00,25.25,7.25,21.375,34.375,79.875,125.75,16.75,10.25
19.875,2008-01-19 00:00:00,22.75,26.25,16.125,33.625,53.0,88.375,14.75,21.75
16.5,2008-01-20 00:00:00,31.875,21.125,7.125,62.75,37.5,29.875,42.0,25.25
27.5,2008-01-21 00:00:00,52.75,11.25,13.625,71.875,91.875,33.375,29.5,26.5
32.75,2008-01-22 00:00:00,12.875,12.875,15.5,37.875,125.25,52.0,42.0,28.375
45.875,2008-01-23 00:00:00,12.375,16.125,28.375,27.75,133.5,61.5,40.5,25.625
17.5,2008-01-24 00:00:00,17.25,8.25,25.125,48.25,119.375,46.375,44.625,18.25
32.75,2008-01-25 00:00:00,19.75,28.5,23.0,74.375,87.0,107.0,56.375,26.75
43.125,2008-01-26 00:00:00,19.5,34.5,21.5,116.5,23.5,106.625,82.5,22.625
68.5,2008-01-27 00:00:00,32.375,39.25,28.375,81.125,31.25,71.75,79.125,21.375
22.375,2008-01-28 00:00:00,61.5,13.375,36.125,79.625,34.75,24.0,42.125,35.375
20.875,2008-01-29 00:00:00,21.125,13.5,42.5,18.75,46.625,31.875,31.75,15.75
17.375,2008-01-30 00:00:00,10.0,16.25,14.625,27.0,34.25,31.75,57.5,20.375
19.5,2008-01-31 00:00:00,11.25,21.875,27.0,30.75,44.25,21.375,94.875,22.0
21.375,2008-02-01 00:00:00,25.5,18.75,20.25,30.75,61.25,51.25,125.75,17.375
11.625,2008-02-02 00:00:00,24.0,15.75,14.875,26.375,67.5,56.0,108.125,24.25
6.625,2008-02-03 00:00:00,43.25,34.125,15.375,29.875,26.75,47.375,86.375,36.125
8.0,2008-02-04 00:00:00,23.0,39.125,33.25,35.625,24.25,40.375,20.5,40.0
21.5,2008-02-05 00:00:00,24.5,11.5,27.375,52.0,33.375,23.25,28.875,26.0
18.875,2008-02-06 00:00:00,19.125,9.875,23.875,22.75,29.375,27.375,27.75,18.875
20.5,2008-02-07 00:00:00,12.625,25.125,18.375,20.625,39.0,28.75,26.75,17.375
20.25,2008-02-08 00:00:00,22.75,56.375,26.0,20.125,43.25,38.0,41.75,19.0
26.375,2008-02-09 00:00:00,12.5,69.5,23.125,20.125,74.875,37.5,47.25,36.625
25.75,2008-02-10 00:00:00,36.5,76.0,26.0,27.125,36.25,35.625,61.125,37.0
19.0,2008-02-11 00:00:00,12.625,11.625,46.875,35.625,14.375,34.5,26.25,41.25
19.75,2008-02-12 00:00:00,13.75,13.875,63.375,35.625,26.875,20.25,26.875,46.875
24.375,2008-02-13 00:00:00,14.75,30.875,34.375,26.625,38.875,22.125,23.125,41.25
20.0,2008-02-14 00:00:00,19.25,21.25,29.5,13.375,39.0,22.5,22.5,34.375
21.375,2008-02-15 00:00:00,14.375,40.375,14.25,10.0,69.0,40.875,30.75,37.375
25.0,2008-02-16 00:00:00,29.875,32.625,14.0,17.75,37.25,42.5,39.875,65.625
28.375,2008-02-17 00:00:00,43.0,34.75,9.5,21.375,31.375,15.875,37.75,80.25
41.0,2008-02-18 00:00:00,38.0,44.75,23.0,20.5,17.5,24.375,32.125,80.875
47.75,2008-02-19 00:00:00,13.875,36.25,41.125,23.375,30.5,24.0,15.625,75.25
37.125,2008-02-20 00:00:00,12.0,36.0,46.125,27.75,41.625,15.25,13.75,22.0
14.25,2008-02-21 00:00:00,20.875,45.125,16.125,16.0,23.0,36.625,22.375,40.5
13.875,2008-02-22 00:00:00,27.875,65.5,19.875,19.25,50.0,40.5,23.25,40.75
22.375,2008-02-23 00:00:00,24.0,19.5,26.875,18.125,18.375,45.375,23.625,41.75
23.5,2008-02-24 00:00:00,21.25,26.0,40.0,14.0,18.0,36.25,30.875,42.125
21.25,2008-02-25 00:00:00,37.5,20.25,60.625,28.875,20.875,21.375,24.875,40.25
22.125,2008-02-26 00:00:00,40.875,19.875,88.375,15.125,16.25,31.625,19.625,39.5
24.25,2008-02-27 00:00:00,14.875,24.0,106.5,12.25,24.125,54.125,21.25,47.75
39.125,2008-02-28 00:00:00,26.375,18.25,57.099999905,19.625,35.625,47.25,20.875,34.25
43.125,2008-02-29 00:00:00,33.5,10.625,67.73750066875,17.875,43.75,38.625,16.5,45.75
37.375,2008-03-01 00:00:00,58.75,9.375,81.56250095375,17.625,39.625,66.875,31.75,55.5
35.0,2008-03-02 00:00:00,66.875,22.75,39.00000000125,31.625,23.75,65.0,17.75,79.875
41.875,2008-03-03 00:00:00,82.875,35.375,33.42499947625,29.5,16.375,29.875,30.875,42.375
51.0,2008-03-04 00:00:00,16.25,27.75,79.07500123875,35.25,34.875,37.625,41.625,43.75
53.625,2008-03-05 00:00:00,17.5,29.75,76.3000006675,18.625,51.625,86.0,43.125,25.75
60.375,2008-03-06 00:00:00,33.25,31.0,92.7500009525,16.375,45.375,121.5,23.25,27.125
62.625,2008-03-07 00:00:00,24.125,34.0,96.30000114375,19.25,31.875,108.375,17.5,30.625
32.0,2008-03-08 00:00:00,32.5,31.5,62.0624990475,31.25,58.25,181.0,21.625,14.375
44.375,2008-03-09 00:00:00,39.0,21.875,22.1625001425,33.5,45.375,109.375,37.0,12.375
40.625,2008-03-10 00:00:00,40.625,26.25,29.05000019125,27.375,17.625,32.5,37.5,13.125
37.375,2008-03-11 00:00:00,49.0,24.625,30.424999955,40.75,49.625,36.875,34.625,30.875
30.875,2008-03-12 00:00:00,37.625,22.625,36.4374995225,50.875,46.5,27.5,47.625,32.5
71.75,2008-03-13 00:00:00,42.875,36.875,35.88749980875,16.75,91.625,93.5,49.75,27.75
11.625,2008-03-14 00:00:00,48.25,36.0,14.025000095,30.625,85.75,94.125,17.125,32.375
21.0,2008-03-15 00:00:00,74.0,49.875,5.650000065,48.75,131.125,72.625,32.125,32.75
19.75,2008-03-16 00:00:00,30.0,46.25,8.587500035000001,65.625,35.625,63.375,36.125,34.25
16.75,2008-03-17 00:00:00,26.875,16.5,20.174999715,72.25,21.25,48.5,70.125,32.625
15.125,2008-03-18 00:00:00,22.125,12.875,13.5125000475,73.125,43.5,113.5,73.375,30.75
19.75,2008-03-19 00:00:00,23.125,20.0,12.875,21.75,25.875,97.5,86.0,29.625
17.5,2008-03-20 00:00:00,27.125,27.625,26.4750001425,33.625,61.5,111.375,25.0,29.125
10.75,2008-03-21 00:00:00,15.625,40.125,24.4874999525,32.75,63.5,87.625,24.0,53.625
15.5,2008-03-22 00:00:00,9.0,38.625,37.20000004625,24.625,63.75,53.625,39.0,94.25
17.375,2008-03-23 00:00:00,9.625,23.875,37.20000004625,33.625,48.75,39.875,39.0,104.125
17.625,2008-03-24 00:00:00,24.75,22.625,44.0375008575,38.75,38.0,29.875,44.375,55.625
21.25,2008-03-25 00:00:00,36.5,48.625,44.0375008575,39.0,54.625,42.25,44.375,53.375
31.25,2008-03-26 00:00:00,31.375,47.875,42.9875006675,48.0,63.75,40.125,48.0,26.125
16.875,2008-03-27 00:00:00,29.125,41.75,31.28749990375,32.125,95.125,34.125,49.875,25.5
12.25,2008-03-28 00:00:00,34.0,23.125,31.2875001425,42.25,40.75,33.75,44.375,33.125
10.625,2008-03-29 00:00:00,33.0,45.25,39.0875000975,54.25,49.125,26.75,44.625,37.25
15.75,2008-03-30 00:00:00,29.25,46.0,40.26249981,77.25,39.25,43.5,88.5,37.125
20.5,2008-03-31 00:00:00,27.375,37.25,49.23750066875,36.875,35.625,34.25,73.5,44.25
17.0,2008-04-01 00:00:00,31.0,39.75,16.72500008375,37.375,36.0,95.875,40.375,39.625
33.5,2008-04-02 00:00:00,23.0,45.875,23.8624999525,29.25,20.625,110.25,34.875,34.125
33.25,2008-04-03 00:00:00,24.5,73.0,19.3124997625,29.0,20.375,108.375,32.125,50.25
14.75,2008-04-04 00:00:00,36.625,45.125,18.712500095000003,28.75,12.5,116.875,31.75,45.875
14.25,2008-04-05 00:00:00,38.125,27.5,14.26249992875,14.5,29.5,89.25,26.25,42.875
9.625,2008-04-06 00:00:00,53.25,19.625,20.06249988125,12.25,41.625,42.5,14.625,35.125
8.5,2008-04-07 00:00:00,53.5,14.625,13.44999987,14.0,36.25,35.75,15.875,54.625
9.75,2008-04-08 00:00:00,32.75,23.75,27.51249981,25.25,59.625,32.125,20.25,59.375
10.625,2008-04-09 00:00:00,14.375,21.0,34.88750005,25.375,66.625,131.75,35.25,70.5
11.375,2008-04-10 00:00:00,16.5,26.0,46.2500004775,22.75,75.5,97.5,37.125,87.125
12.0,2008-04-11 00:00:00,28.125,22.125,32.97499943,25.625,68.625,109.125,35.0,58.625
10.125,2008-04-12 00:00:00,32.75,21.375,21.574999928750003,29.625,66.375,67.0,39.5,49.0
10.625,2008-04-13 00:00:00,35.375,16.875,37.2625002875,27.0,46.375,54.0,40.25,50.625
15.25,2008-04-14 00:00:00,34.5,15.125,55.17500066875,27.125,32.375,16.375,28.125,42.0
12.0,2008-04-15 00:00:00,26.625,13.125,34.71249961875,25.875,50.875,49.0,26.625,43.625
15.0,2008-04-16 00:00:00,44.25,18.625,47.44999980875001,26.875,69.875,85.375,36.375,43.0
20.875,2008-04-17 00:00:00,53.875,17.625,30.8000001925,26.125,62.75,74.875,30.625,72.5
13.625,2008-04-18 00:00:00,42.125,25.875,19.73750007125,33.625,64.5,141.625,30.375,57.625
10.25,2008-04-19 00:00:00,35.375,37.875,32.262500285,37.75,64.25,91.625,52.125,41.75
9.5,2008-04-20 00:00:00,46.375,31.625,32.224999905,38.75,25.5,57.375,48.375,33.25
8.25,2008-04-21 00:00:00,55.25,18.625,19.525000095,50.0,32.5,42.5,41.625,17.875
16.625,2008-04-22 00:00:00,59.75,13.875,28.7250001425,51.25,35.5,65.125,55.625,25.625
14.5,2008-04-23 00:00:00,79.625,15.75,52.4625005725,27.625,45.375,63.0,52.125,21.75
23.25,2008-04-24 00:00:00,72.375,25.375,58.85000085875,20.75,53.125,75.5,21.25,27.5
21.0,2008-04-25 00:00:00,34.75,28.625,23.937500237500004,22.25,62.5,55.25,21.75,27.625
20.625,2008-04-26 00:00:00,48.25,30.375,17.32500016625,28.125,44.25,53.0,27.25,25.25
44.75,2008-04-27 00:00:00,43.0,38.5,26.4375002375,29.5,38.375,48.75,37.25,29.875
31.75,2008-04-28 00:00:00,44.375,21.125,19.2999999525,29.125,66.125,45.625,39.625,23.5
26.75,2008-04-29 00:00:00,31.125,20.875,25.25,29.0,67.5,43.75,38.5,23.625
21.875,2008-04-30 00:00:00,66.875,12.625,14.96249997625,29.5,64.125,57.375,34.125,18.25
33.125,2008-05-01 00:00:00,67.625,8.75,8.9249999525,47.875,43.0,72.5,26.625,24.75
24.125,2008-05-02 00:00:00,39.375,12.5,9.06249994,47.0,61.5,47.5,58.375,30.25
11.625,2008-05-03 00:00:00,20.125,17.375,24.150000095,43.875,64.875,35.0,55.0,43.875
10.0,2008-05-04 00:00:00,19.5,15.375,23.512500285,32.375,76.875,27.0,47.0,41.75
11.75,2008-05-05 00:00:00,23.25,16.75,26.23750019,53.0,90.25,24.625,48.375,28.375
12.625,2008-05-06 00:00:00,21.25,10.125,22.85000002375,58.5,42.5,29.625,57.5,18.25
16.875,2008-05-07 00:00:00,23.625,21.0,44.02500009625,73.5,51.875,26.125,60.375,21.0
25.125,2008-05-08 00:00:00,23.25,21.75,54.0625,70.875,53.5,44.25,75.375,29.125
15.0,2008-05-09 00:00:00,23.375,18.875,39.15000009375,58.75,48.25,64.25,80.0,32.75
12.625,2008-05-10 00:00:00,15.0,24.0,35.6000003825,44.25,40.25,33.125,41.125,36.375
10.875,2008-05-11 00:00:00,13.375,25.0,25.40000021375,48.75,63.875,38.375,51.25,68.75
11.375,2008-05-12 00:00:00,12.75,20.375,53.45000028625,41.25,79.25,31.625,49.75,23.625
12.0,2008-05-13 00:00:00,20.0,10.5,37.48750019124999,42.125,55.0,28.5,47.25,22.0
8.25,2008-05-14 00:00:00,15.375,8.75,22.9375,43.875,36.25,27.75,26.5,15.125
11.0,2008-05-15 00:00:00,24.75,8.5,10.13749992875,78.25,27.0,32.125,67.375,17.875
14.75,2008-05-16 00:00:00,38.125,20.625,15.10000002375,61.625,32.875,79.375,75.875,19.125
18.125,2008-05-17 00:00:00,31.125,26.125,11.62499999875,43.875,30.25,70.0,45.25,18.375
17.75,2008-05-18 00:00:00,17.5,23.25,7.1750000725,26.5,28.625,47.875,28.125,17.5
10.875,2008-05-19 00:00:00,15.125,21.375,12.087500155,15.25,36.375,39.75,26.25,20.875
11.5,2008-05-20 00:00:00,16.25,58.625,34.78750061875,26.75,42.875,25.0,20.625,20.0
12.5,2008-05-21 00:00:00,21.5,29.125,39.42500042875,23.75,39.875,23.375,28.875,17.625
12.625,2008-05-22 00:00:00,26.25,28.25,40.26250028625,19.5,36.25,45.25,26.875,23.375
21.75,2008-05-23 00:00:00,26.0,33.25,63.63749980875,20.125,32.125,93.0,26.375,31.5
16.875,2008-05-24 00:00:00,40.5,43.75,87.47500038125,25.875,26.0,54.125,29.0,28.0
12.625,2008-05-25 00:00:00,16.375,27.0,92.40000057125,21.5,30.75,58.25,29.375,15.0
13.625,2008-05-26 00:00:00,16.0,11.625,87.59999942875,18.875,36.75,30.875,23.875,15.625
13.875,2008-05-27 00:00:00,11.625,9.375,86.63749981,17.375,45.375,50.625,22.0,21.5
20.375,2008-05-28 00:00:00,9.375,13.625,24.1875002375,20.75,81.25,18.625,17.375,27.5
28.25,2008-05-29 00:00:00,11.125,11.25,19.1874997625,23.25,77.25,17.625,26.25,30.25
35.875,2008-05-30 00:00:00,12.25,11.25,17.3999998575,27.5,56.375,15.8125,29.0,30.125
41.375,2008-05-31 00:00:00,14.875,11.25,13.5625,44.625,47.25,15.8125,38.75,26.125
30.625,2008-06-01 00:00:00,14.375,10.625,52.96249961875,40.375,32.375,15.8125,52.875,63.0
23.25,2008-06-02 00:00:00,13.375,10.625,66.98750019,30.5,42.625,14.0,25.875,58.125
12.625,2008-06-03 00:00:00,11.25,10.0,57.8124995225,16.5,43.5,14.0,24.375,41.25
10.625,2008-06-04 00:00:00,18.75,11.125,79.10000086,21.125,63.125,16.25,30.5,32.0
11.25,2008-06-05 00:00:00,13.125,13.875,47.11249995375,27.25,65.125,33.25,32.125,46.5
11.5,2008-06-06 00:00:00,18.125,11.125,32.3875000475,26.875,34.625,24.25,52.75,46.0
10.375,2008-06-07 00:00:00,22.5,13.5,71.58750152500001,33.875,33.75,26.625,32.875,20.875
12.75,2008-06-08 00:00:00,19.75,18.875,51.08750105,43.5,23.75,42.125,23.875,15.75
12.75,2008-06-09 00:00:00,14.375,17.75,43.19999981125,22.5,29.875,34.75,21.5,13.0
12.75,2008-06-10 00:00:00,9.375,20.375,53.07499981,21.5,25.25,20.875,19.875,19.375
20.25,2008-06-11 00:00:00,9.125,20.25,53.5374994275,17.125,23.75,16.875,17.875,20.5
20.25,2008-06-12 00:00:00,16.75,22.0,25.037499785,14.625,21.0,14.375,21.75,29.375
28.875,2008-06-13 00:00:00,19.625,15.75,36.88750004875,15.125,27.5,32.25,20.125,35.875
30.125,2008-06-14 00:00:00,27.375,15.375,19.612499715,19.0,20.25,31.625,21.75,21.625
16.875,2008-06-15 00:00:00,20.375,24.375,14.1875002375,17.0,16.75,43.625,22.125,14.875
24.75,2008-06-16 00:00:00,21.0,18.875,21.5000002375,24.625,25.625,40.5,16.125,14.75
26.75,2008-06-17 00:00:00,59.125,16.25,10.837500095,24.125,21.5,31.5,19.0,18.625
19.75,2008-06-18 00:00:00,32.625,18.375,12.1875,15.125,23.25,68.0,24.5,16.0
30.625,2008-06-19 00:00:00,28.75,18.875,40.93750047875,19.875,37.25,32.125,17.375,17.125
35.875,2008-06-20 00:00:00,30.5,24.5,42.63749980875001,17.625,27.5,41.0,24.75,19.5
40.25,2008-06-21 00:00:00,45.625,32.5,24.112499715,19.625,16.875,50.25,32.5,23.625
44.375,2008-06-22 00:00:00,32.25,37.375,20.28750002375,33.375,17.125,65.5,26.875,26.25
20.5,2008-06-23 00:00:00,13.0,44.0,15.625,31.875,12.375,27.125,18.375,20.0
23.875,2008-06-24 00:00:00,10.375,27.0,13.61250007125,22.625,28.5,21.75,18.375,16.375
44.25,2008-06-25 00:00:00,11.75,20.5,22.1875002375,16.375,27.875,13.375,17.125,16.625
40.25,2008-06-26 00:00:00,11.75,33.75,21.1375000475,14.0,33.875,26.25,26.875,18.0
35.0,2008-06-27 00:00:00,15.875,17.625,13.98750007125,25.75,30.0,30.5,26.875,26.75
53.75,2008-06-28 00:00:00,25.375,28.0,22.8250000475,24.5,31.125,35.5,25.0,31.375
59.625,2008-06-29 00:00:00,20.0,27.375,15.80000007125,29.25,66.625,50.75,29.75,22.625
26.75,2008-06-30 00:00:00,15.875,15.5,15.85000002375,23.25,36.125,28.875,27.875,19.0
9.625,2008-07-01 00:00:00,10.875,36.375,24.2999999525,28.125,34.375,20.0,62.625,20.0
8.625,2008-07-02 00:00:00,11.875,36.0,25.187500475,56.375,46.75,16.375,32.625,21.0
11.875,2008-07-03 00:00:00,14.625,26.125,24.462500095,38.375,60.375,30.375,33.125,34.375
11.375,2008-07-04 00:00:00,10.625,42.125,6.600000023750001,27.5,51.875,22.75,35.875,42.5
11.0,2008-07-05 00:00:00,11.125,36.75,6.43750000125,26.5,50.375,31.875,51.625,49.25
10.375,2008-07-06 00:00:00,15.25,44.875,9.61249995375,37.5,25.875,29.75,24.375,50.0
14.625,2008-07-07 00:00:00,20.25,41.25,16.27500021375,26.75,43.0,25.25,22.25,27.875
12.875,2008-07-08 00:00:00,17.875,21.75,31.650000095,19.625,33.375,30.125,16.375,20.875
21.625,2008-07-09 00:00:00,11.875,38.375,13.875,12.0,50.625,28.375,19.25,15.125
25.375,2008-07-10 00:00:00,14.375,40.375,15.91250002375,15.375,49.375,27.625,23.0,19.5
33.875,2008-07-11 00:00:00,13.0,44.125,23.78750038125,20.0,50.375,33.75,24.125,18.75
33.5,2008-07-12 00:00:00,13.375,54.25,31.700000285,19.125,21.25,27.5,30.375,18.75
30.125,2008-07-13 00:00:00,23.0,77.375,16.33749997625,29.0,17.5,33.25,24.625,18.0
26.75,2008-07-14 00:00:00,20.5,14.625,16.00000011875,21.5,47.875,41.75,19.75,18.0
21.0,2008-07-15 00:00:00,16.5,8.25,16.749999881249998,16.375,31.125,25.75,17.75,23.875
12.625,2008-07-16 00:00:00,13.5,17.5,14.037499905,14.625,42.875,20.625,22.25,28.25
15.625,2008-07-17 00:00:00,16.5,14.0,15.849999905,17.625,47.125,42.125,18.625,22.125
26.125,2008-07-18 00:00:00,21.375,9.0,17.224999667499997,18.375,21.625,39.0,21.375,28.125
19.125,2008-07-19 00:00:00,29.625,15.25,27.17500019,18.125,33.875,45.875,22.0,29.0
19.25,2008-07-20 00:00:00,31.875,18.875,16.325000047499998,19.875,25.5,59.25,21.75,38.625
18.625,2008-07-21 00:00:00,46.875,15.375,8.19999993,18.375,32.25,52.75,29.25,23.5
17.75,2008-07-22 00:00:00,45.875,37.5,11.537499905,26.25,31.375,55.75,27.125,37.5
17.875,2008-07-23 00:00:00,27.125,37.75,16.78750002375,24.75,40.625,31.5,20.0,37.375
15.875,2008-07-24 00:00:00,14.875,38.75,25.7875001425,16.125,38.375,38.5,19.875,39.625
24.5,2008-07-25 00:00:00,13.0,30.25,9.087500095,16.375,44.25,37.0,22.5,55.125
23.75,2008-07-26 00:00:00,13.125,31.375,24.1749999525,17.75,23.0,24.125,21.0,56.25
17.625,2008-07-27 00:00:00,14.125,24.875,23.724999905,17.625,21.25,19.0,27.5,51.75
20.25,2008-07-28 00:00:00,10.0,23.625,16.9999997625,26.75,39.0,20.25,25.375,51.625
26.625,2008-07-29 00:00:00,9.875,13.375,18.95000016625,22.5,38.375,59.625,23.625,53.0
27.5,2008-07-30 00:00:00,23.625,26.125,31.1499998575,19.125,54.625,61.75,25.25,36.125
37.25,2008-07-31 00:00:00,23.125,32.375,29.7625000475,22.125,73.25,44.125,24.0,38.375
38.875,2008-08-01 00:00:00,21.0,22.375,19.262500166250003,18.75,62.25,48.5,32.625,62.75
30.25,2008-08-02 00:00:00,21.875,22.5,15.0625,29.5,51.875,33.75,43.875,48.625
46.0,2008-08-03 00:00:00,20.0,19.75,14.2999999525,42.875,56.625,36.75,45.875,57.375
48.5,2008-08-04 00:00:00,33.75,24.125,12.150000095,42.75,32.25,28.375,50.875,76.375
49.25,2008-08-05 00:00:00,19.375,27.0,14.21250021375,45.0,33.125,77.5,34.875,23.75
54.0,2008-08-06 00:00:00,35.0,29.25,10.58749997625,33.25,28.875,117.25,23.875,17.625
38.25,2008-08-07 00:00:00,35.25,26.875,13.9249999525,29.5,29.25,133.75,18.875,17.375
19.875,2008-08-08 00:00:00,34.625,18.5,11.46249997625,18.875,25.0,167.5,22.625,66.25
10.375,2008-08-09 00:00:00,38.5,28.375,20.450000285,17.5,13.875,170.75,20.125,17.375
8.875,2008-08-10 00:00:00,42.25,48.625,23.5750000475,17.0,7.625,50.125,17.75,12.875
6.5,2008-08-11 00:00:00,50.0,46.625,51.625,15.625,36.5,170.25,17.5,21.0
15.25,2008-08-12 00:00:00,46.875,31.5,54.01249980875,16.25,49.25,182.75,14.625,19.5
25.875,2008-08-13 00:00:00,44.75,38.5,39.46249961875,16.5,33.125,38.125,25.625,24.25
26.5,2008-08-14 00:00:00,25.375,21.375,45.8750004775,19.375,40.875,56.875,28.25,47.75
20.75,2008-08-15 00:00:00,32.5,57.875,45.23750067,20.25,29.375,78.875,28.0,41.0
18.875,2008-08-16 00:00:00,50.0,57.5,31.375,23.0,42.5,84.125,29.75,40.25
20.0,2008-08-17 00:00:00,46.125,55.0,24.6250002375,21.5,18.625,56.75,32.0,33.0
20.25,2008-08-18 00:00:00,45.625,64.375,12.94999992875,26.375,27.75,93.875,37.5,38.75
21.375,2008-08-19 00:00:00,68.0,26.75,19.075000285,35.375,47.625,74.875,21.25,40.375
20.625,2008-08-20 00:00:00,66.625,19.0,17.675000309999998,27.5,46.125,18.75,27.25,28.875
11.25,2008-08-21 00:00:00,13.375,8.875,9.92500007125,19.75,37.875,20.625,40.0,20.875
7.875,2008-08-22 00:00:00,10.625,11.5,13.2124998575,29.75,67.0,28.0,42.625,30.125
13.125,2008-08-23 00:00:00,14.75,22.5,12.16250002375,31.75,48.25,26.125,32.0,39.125
15.625,2008-08-24 00:00:00,15.875,33.375,10.9500000475,24.625,53.125,18.75,47.625,25.875
25.0,2008-08-25 00:00:00,11.875,31.0,9.2374999525,41.125,56.25,19.625,42.625,26.625
27.75,2008-08-26 00:00:00,13.5,18.375,11.525000095,41.125,35.75,35.75,50.5,24.625
27.5,2008-08-27 00:00:00,15.25,22.875,9.98749983375,44.375,40.75,34.25,50.125,32.375
17.75,2008-08-28 00:00:00,15.75,31.875,10.3250000475,48.125,61.375,77.375,26.75,27.75
26.625,2008-08-29 00:00:00,24.625,26.375,10.6875,29.0,55.5,78.125,19.0,25.375
33.875,2008-08-30 00:00:00,33.625,29.5,11.33749997625,26.75,69.0,56.25,20.375,31.125
23.625,2008-08-31 00:00:00,40.25,19.875,7.2000000775,50.25,78.875,44.375,20.875,26.5
40.25,2008-09-01 00:00:00,41.375,19.875,6.975000023750001,41.875,84.375,44.375,19.375,25.75
21.875,2008-09-02 00:00:00,32.875,12.125,7.78749996375,44.625,19.0,45.125,18.125,32.875
28.0,2008-09-03 00:00:00,33.25,12.5,12.4750001425,63.125,27.0,43.625,23.25,39.125
8.75,2008-09-04 00:00:00,24.75,12.5,15.3125,75.125,33.5,34.375,33.25,41.0
17.625,2008-09-05 00:00:00,21.75,12.5,11.4500000475,19.875,22.25,39.375,39.125,50.0
22.875,2008-09-06 00:00:00,18.125,12.5,8.06250000125,15.5,27.0,48.375,44.75,46.875
36.625,2008-09-07 00:00:00,29.5,21.125,8.02500021375,14.25,26.125,32.0,46.875,32.0
32.875,2008-09-08 00:00:00,26.25,21.125,10.56249988125,16.0,30.0,46.75,45.625,66.625
18.75,2008-09-09 00:00:00,22.375,21.125,8.5749999275,15.75,29.25,44.25,38.375,76.125
21.625,2008-09-10 00:00:00,24.0,41.875,9.87499994,13.375,32.875,56.375,44.25,74.625
24.875,2008-09-11 00:00:00,21.75,34.375,9.42499983375,16.875,63.625,47.875,35.5,69.375
23.375,2008-09-12 00:00:00,22.625,34.625,8.537500023749999,18.0,86.5,43.625,29.25,51.5
25.25,2008-09-13 00:00:00,27.375,22.25,10.0874998575,20.375,62.75,40.25,28.375,25.875
46.875,2008-09-14 00:00:00,29.875,18.25,13.1499997975,32.0,75.875,28.375,33.25,17.5
60.25,2008-09-15 00:00:00,28.25,34.75,10.63749992875,35.5,90.75,39.375,31.625,17.625
59.5,2008-09-16 00:00:00,22.5,37.0,13.3875000475,39.25,76.125,49.0,30.25,13.5
29.625,2008-09-17 00:00:00,27.75,29.5,13.3125,32.625,41.25,93.625,28.375,17.125
25.375,2008-09-18 00:00:00,33.25,19.375,19.81250035625,39.375,29.25,56.875,36.625,23.75
14.5,2008-09-19 00:00:00,47.0,31.75,47.83750009375,32.25,63.5,51.5,33.5,27.5
16.5,2008-09-20 00:00:00,37.75,33.5,28.28749990375,30.125,43.0,43.75,33.875,37.75
16.75,2008-09-21 00:00:00,42.5,19.125,16.037499905,19.125,69.625,32.0,33.5,32.375
35.875,2008-09-22 00:00:00,27.75,30.375,22.76249981,34.625,128.5,70.625,33.625,39.75
39.0,2008-09-23 00:00:00,64.5,50.375,13.34999996375,35.625,44.5,79.375,26.875,31.625
31.5,2008-09-24 00:00:00,71.25,64.125,13.34999996375,25.875,66.25,80.75,26.875,21.0
18.625,2008-09-25 00:00:00,58.25,44.75,13.34999996375,25.125,38.25,126.25,26.875,12.875
21.0,2008-09-26 00:00:00,57.625,37.875,13.34999996375,23.5,38.375,93.375,26.875,18.0
27.0,2008-09-27 00:00:00,24.5,18.5,13.34999996375,29.625,40.75,43.375,70.25,31.625
50.125,2008-09-28 00:00:00,19.5,17.75,13.34999996375,26.875,36.875,21.125,70.25,30.875
