pm25_BETR012,Date,pm25_BETR001,pm25_BETN043,pm25_BETB011,pm10_BETR012,pm10_BETR001,pm10_BETN043,pm10_BETB011,pm10_BETWOL1
13.51250016625,2017-05-27 00:00:00,25.84375,13.875,8.83124989375,20.9375,100.3125,145.125,30.5625,38.0625
16.47500002375,2017-05-28 00:00:00,51.71875,10.84374994,11.443749905,19.125,101.0625,70.8125,16.375,36.25
20.431250095,2017-05-29 00:00:00,33.3624997125,10.9187499875,11.96249997625,31.5,72.4375,41.3125,29.5625,25.625
23.0,2017-05-30 00:00:00,23.1687500475,10.5874998575,12.174999714999998,21.75,72.625,28.1875,25.9375,19.0
22.3937499525,2017-05-31 00:00:00,20.6312496675,21.6874997625,18.81874978625,22.875,48.3125,51.9375,16.1875,28.125
13.12500006,2017-06-01 00:00:00,43.4500002875,33.09374976,16.30000019,20.1875,34.75,62.125,15.75,20.5
8.89375007,2017-06-02 00:00:00,21.3500001425,21.1062500475,9.57500016625,28.1875,35.6875,74.75,14.8125,32.125
22.41874969125,2017-06-03 00:00:00,34.73125052625,17.13749981,15.537499905,27.125,41.0,87.5625,18.375,25.875
30.13750004625,2017-06-04 00:00:00,41.412499905,20.6187498575,14.9624998575,32.0,60.4375,35.75,18.3125,34.75
36.35624980875,2017-06-05 00:00:00,16.99374973875,18.193749905,11.9812500475,100.8125,59.375,25.5,12.4375,27.625
35.57499980875,2017-06-06 00:00:00,13.78124988125,16.23750007125,11.9812500475,98.4375,64.375,25.25,12.4375,34.4375
17.656249881249998,2017-06-07 00:00:00,26.7625000475,15.73124981,11.9812500475,64.375,66.8125,33.5625,12.4375,32.5625
9.431250095,2017-06-08 00:00:00,38.75624990375,15.64375007125,11.9812500475,35.875,58.9375,36.0625,12.4375,40.0
12.5437501075,2017-06-09 00:00:00,52.46250009625,23.318749905,11.9812500475,52.4375,28.625,31.75,12.4375,18.3125
17.962500095,2017-06-10 00:00:00,22.5937502375,22.900000095,18.43124997625,31.75,22.0625,54.375,49.5625,25.8125
18.6312501425,2017-06-11 00:00:00,23.53125,18.756249905,18.43124997625,44.25,13.8125,85.25,49.5625,34.3125
9.18750005875,2017-06-12 00:00:00,32.82499981,17.4249999525,18.43124997625,64.1875,28.5,15.375,49.5625,37.0625
29.3875000475,2017-06-13 00:00:00,38.26249980875,13.90625,18.43124997625,64.5625,30.25,22.8125,49.5625,60.0625
26.9375,2017-06-14 00:00:00,19.1437499525,14.23750019,18.43124997625,39.8125,23.8125,35.6875,49.5625,64.5
22.068749905,2017-06-15 00:00:00,22.58749962,21.17499983375,27.50624966625,59.4375,12.0,82.5625,49.125,49.0625
21.618750095000003,2017-06-16 00:00:00,18.9500000475,15.98124969125,30.08125019,58.9375,18.375,47.125,49.1875,37.8125
40.293750763750005,2017-06-17 00:00:00,23.1625001425,15.46875011875,41.14999961875,28.0625,16.0,79.25,43.4375,47.875
62.38749980875,2017-06-18 00:00:00,18.92500007125,15.71249997625,19.04999983375,25.1875,39.5,75.375,40.9375,47.5
41.5000004775,2017-06-19 00:00:00,29.349999905,15.0062501425,18.193749905,19.375,73.0625,73.0625,52.5625,43.0
43.8874993325,2017-06-20 00:00:00,14.72499978625,13.349999965,14.41874992875,24.25,50.75,82.5,64.0,28.375
31.549999235,2017-06-21 00:00:00,31.037499665,19.0312502375,13.67499983375,26.4375,134.625,55.8125,68.375,27.0
20.49999964375,2017-06-22 00:00:00,14.06875002375,15.712500095,10.45625001125,18.75,39.4375,45.625,62.0625,50.1875
22.768749715,2017-06-23 00:00:00,17.14999997625,12.64374983375,9.52499997625,12.0625,20.5625,52.5,33.25,33.4375
30.937500475,2017-06-24 00:00:00,18.98750007125,20.356250403750003,9.52499997625,11.875,22.125,55.875,33.25,23.9375
19.21875,2017-06-25 00:00:00,24.36874997625,22.5187504275,6.568749905,15.625,49.9375,87.0625,40.5625,26.875
8.08125007125,2017-06-26 00:00:00,10.39375007125,40.6000001425,6.85000002375,34.75,71.875,47.4375,51.8125,27.1875
11.71875,2017-06-27 00:00:00,12.45625007125,20.42500019,8.1437499525,30.1875,80.1875,73.875,43.375,33.25
18.40625,2017-06-28 00:00:00,14.3250000475,10.55625009625,10.64999997625,24.0625,49.75,96.0625,37.8125,42.0
18.0625,2017-06-29 00:00:00,23.1000001425,19.0687501425,16.44375002375,33.0,58.5625,62.0,49.75,41.25
15.40624988125,2017-06-30 00:00:00,45.01250028625,19.243750095000003,14.124999762499998,29.375,44.0,62.0,44.75,36.0625
19.6187498575,2017-07-01 00:00:00,49.98125028625,18.09374988125,8.96875,18.875,28.4375,46.6875,32.375,19.5
23.30625033375,2017-07-02 00:00:00,35.58124971375,15.2625000475,13.24374997625,26.8125,306.875,60.0,21.6875,19.5
15.693749905,2017-07-03 00:00:00,23.7000000475,15.6437499525,8.48124987,45.75,27.875,142.3125,25.0,11.875
20.987499715,2017-07-04 00:00:00,39.7687497125,9.125,8.6687500475,43.875,41.375,64.5,20.8125,17.75
19.087500332500003,2017-07-05 00:00:00,95.38124895,11.625,19.57499992875,40.375,63.9375,52.3125,23.125,16.875
15.99374997625,2017-07-06 00:00:00,96.51874876,10.26250016625,13.64999997625,47.3125,35.8125,29.6875,21.375,15.0
17.668750047499998,2017-07-07 00:00:00,23.7874996675,11.55624997625,34.96875,44.5625,23.75,22.6875,23.0625,18.375
44.97500038,2017-07-08 00:00:00,22.6812498575,12.08749997625,42.93749976125,24.8125,25.375,40.9375,35.8125,27.5
44.84375047625,2017-07-09 00:00:00,44.0625,11.6687500475,8.8875000475,38.75,31.6875,60.8125,23.9375,24.9375
17.45625007125,2017-07-10 00:00:00,38.24375009375,9.87500005875,8.893750011249999,35.0625,47.6875,56.875,48.375,23.4375
9.87500005875,2017-07-11 00:00:00,22.59375,8.537499963750001,10.568749905,35.5,43.75,31.0,53.625,24.9375
10.54374992875,2017-07-12 00:00:00,17.387499809999998,8.96249997625,10.90624988125,40.875,32.125,20.625,27.6875,25.0
21.1937501425,2017-07-13 00:00:00,18.26249992875,19.1062502275,19.32499992875,39.3125,19.375,44.6875,24.75,15.3125
33.012499811249995,2017-07-14 00:00:00,25.78749943,21.26874983375,11.4562499525,26.3125,14.9375,61.0625,29.8125,18.9375
27.9687503575,2017-07-15 00:00:00,31.42499971375,30.71874976,14.33125007125,21.5,23.6875,55.0625,36.1875,19.6875
13.5562498575,2017-07-16 00:00:00,32.1687500475,32.5750000475,10.05000013,27.0625,149.5625,19.6875,44.75,25.9375
16.1499998575,2017-07-17 00:00:00,37.581250188750005,15.4187500475,8.4375,35.125,20.25,21.4375,38.3125,25.5
12.08124983375,2017-07-18 00:00:00,23.3312504275,15.4187500475,7.12500012,39.875,16.125,21.4375,34.4375,22.375
10.85625016625,2017-07-19 00:00:00,16.156249881249998,15.4187500475,8.68125003625,31.8125,12.1875,21.4375,29.375,21.6875
10.0874999775,2017-07-20 00:00:00,13.43124997625,15.4187500475,10.56249988125,25.9375,20.375,21.4375,28.75,18.4375
7.0750000475,2017-07-21 00:00:00,13.8562500475,15.4187500475,11.8687498575,10.625,18.9375,21.4375,34.5,17.25
22.76250004875,2017-07-22 00:00:00,12.5687501425,15.4187500475,19.46250015375,23.0625,32.0625,21.4375,54.0,20.8125
33.212500095,2017-07-23 00:00:00,10.48749983375,15.4187500475,25.2124997375,11.125,41.5625,21.4375,36.375,15.0625
34.42499995125,2017-07-24 00:00:00,12.41250002375,15.4187500475,7.68749994125,10.375,48.375,21.4375,26.875,18.6875
21.993750095,2017-07-25 00:00:00,23.8500001425,22.83749997625,12.00000011875,10.0625,45.3125,47.375,23.9375,18.0
16.96875,2017-07-26 00:00:00,28.20624995375,22.83749997625,12.6375000475,13.8125,33.5625,47.375,48.5,21.0
27.22499978625,2017-07-27 00:00:00,22.79374969125,22.83749997625,7.66250002375,12.75,35.75,47.375,26.1875,21.0625
40.15000009625,2017-07-28 00:00:00,16.6499998575,22.83749997625,6.9624999775,8.0625,54.375,47.375,39.4375,17.4375
34.64375066875,2017-07-29 00:00:00,19.69374954875,22.83749997625,7.23749992375,16.75,56.25,47.375,43.0,16.25
23.8250005225,2017-07-30 00:00:00,15.41875016625,22.83749997625,7.4562499525,16.5,57.8125,47.375,20.875,17.125
14.79374992875,2017-07-31 00:00:00,16.562499881249998,22.83749997625,11.19375026125,14.25,55.875,47.375,19.4375,27.0625
21.4999997625,2017-08-01 00:00:00,17.306250095,22.2625000475,8.918750226250001,31.0625,48.4375,56.875,20.1875,25.6875
28.0124995725,2017-08-02 00:00:00,16.19999992875,20.1562497625,10.11250019,41.8125,55.75,34.0,44.5625,20.0
38.49999952125,2017-08-03 00:00:00,24.7812497625,32.1875,10.70624995125,31.5625,58.6875,19.9375,55.8125,24.6875
40.35000014375,2017-08-04 00:00:00,20.90625,45.29375076375,9.88125002375,33.9375,70.0625,33.8125,25.625,15.8125
51.0312495225,2017-08-05 00:00:00,18.01249992875,34.76875019249999,10.650000095,18.25,64.1875,57.625,33.125,22.125
47.0874996175,2017-08-06 00:00:00,15.4062502375,31.375,9.77499997625,36.1875,39.375,59.0625,37.375,19.375
30.34375047625,2017-08-07 00:00:00,13.40625,13.06875002375,12.8374998575,45.9375,58.375,54.25,37.0625,17.5
51.3000001925,2017-08-08 00:00:00,21.2562496675,9.61875021375,17.30000019,47.5625,58.5,64.1875,27.3125,16.0
88.06875038125,2017-08-09 00:00:00,16.612499715,35.44374966749999,14.99374997625,46.1875,56.4375,56.1875,28.0625,22.4375
39.0812499525,2017-08-10 00:00:00,15.587500095,42.518750190000006,42.77499985625,40.5625,41.1875,41.25,17.125,13.5625
31.29999971375,2017-08-11 00:00:00,15.92500019,47.93750047625,45.42500019125,47.4375,41.375,46.8125,20.875,13.0625
43.318750145,2017-08-12 00:00:00,15.9187500475,43.98124980875,37.82499981,60.6875,48.25,36.1875,32.125,17.9375
51.20625019125,2017-08-13 00:00:00,17.6625001425,34.4500000475,40.28125,67.1875,44.375,25.25,17.125,18.1875
63.40625047625,2017-08-14 00:00:00,16.793750285,12.7999999525,32.1625001425,66.1875,43.125,26.0625,35.0,16.3125
15.6250002375,2017-08-15 00:00:00,15.54375016625,15.6437499525,8.7374999525,32.9375,25.6875,28.75,19.75,33.4375
30.64375019125,2017-08-16 00:00:00,11.50625002375,25.38750004875,11.42500007125,34.75,20.0,29.625,24.5625,31.0
30.8624999525,2017-08-17 00:00:00,21.64375019,27.51250004875,15.31875026125,45.375,19.6875,18.375,23.5,11.875
20.89999997625,2017-08-18 00:00:00,21.275000095,13.974999905,15.05624997625,43.5625,22.75,59.75,23.0,17.75
21.70625019,2017-08-19 00:00:00,26.1812498575,29.0437500475,10.631249905,40.25,32.9375,67.75,14.875,24.125
19.02499973875,2017-08-20 00:00:00,30.11874985625,29.0437500475,10.30624997625,36.0625,34.1875,67.75,20.0625,26.75
24.868750095,2017-08-21 00:00:00,15.05625021375,27.662499905,10.368750095,37.0625,32.5625,94.3125,17.125,36.6875
23.0062501425,2017-08-22 00:00:00,19.781250237500004,21.4250004275,8.9500000475,34.0,21.9375,25.75,26.0,32.625
16.424999952500002,2017-08-23 00:00:00,17.775000095,48.38124990375,8.81249994125,31.5,54.625,16.125,33.9375,29.875
19.206249715,2017-08-24 00:00:00,15.349999905,63.85000038125,10.73124992875,19.5,50.375,16.8125,48.0625,23.0
25.32500004875,2017-08-25 00:00:00,12.71249973875,42.125,20.9062502375,20.0625,35.8125,36.875,53.9375,27.5
41.07500005,2017-08-26 00:00:00,21.3624999525,60.4750003825,15.46874988125,14.9375,25.9375,58.0,28.125,21.25
27.650000095000003,2017-08-27 00:00:00,12.17500007125,34.4937496175,18.34374988125,16.3125,26.5625,66.6875,37.3125,17.9375
45.4375,2017-08-28 00:00:00,16.58125019,21.9437501425,19.306250095000003,16.75,38.5,72.25,44.625,26.875
38.56249952125,2017-08-29 00:00:00,9.97500008375,24.5625002375,19.16875016625,20.4375,42.0625,32.9375,41.3125,25.6875
14.79374992875,2017-08-30 00:00:00,11.74999988125,36.7437498575,17.72500002375,28.5,36.9375,23.6875,24.1875,18.0
33.47499990375,2017-08-31 00:00:00,12.66874992875,36.7437498575,18.762500285,20.125,26.1875,23.6875,31.0625,20.5
41.82500028625,2017-09-01 00:00:00,12.83125007125,12.5125000475,13.00624978625,47.625,40.375,54.3125,31.0625,27.0625
20.006249905,2017-09-02 00:00:00,10.61874997625,21.3249995725,11.531250118750002,49.625,36.8125,41.6875,44.875,25.9375
27.3374998575,2017-09-03 00:00:00,11.0625,26.2812497625,12.58124983375,23.25,42.125,65.0,31.875,21.8125
36.74375009625,2017-09-04 00:00:00,12.625,23.6812498575,15.92500007125,22.0625,62.5625,47.9375,19.25,21.0
30.50000000125,2017-09-05 00:00:00,18.96874988125,21.3812501425,21.71250021375,22.0625,36.8125,44.75,25.6875,20.75
66.86875009375,2017-09-06 00:00:00,22.73750019,32.19374966625,18.09375011875,31.4375,34.5625,29.4375,26.75,25.5625
38.9812500475,2017-09-07 00:00:00,35.249999522500005,38.53124976,14.85624981,31.3125,25.5625,33.375,31.625,26.0
16.625000356250002,2017-09-08 00:00:00,31.1437501925,23.2749998575,14.01875007125,34.25,50.3125,30.5,57.8125,20.5625
35.08124971375,2017-09-09 00:00:00,29.7937502875,28.593750475,20.0874998575,29.125,33.0,50.8125,30.625,28.5625
25.73750019,2017-09-10 00:00:00,25.2187502375,23.2374999525,12.0812499525,33.875,43.0625,58.5,42.125,30.375
22.4937498575,2017-09-11 00:00:00,21.306250095,19.1625001425,12.78750002375,33.6875,48.6875,85.625,23.375,36.6875
10.01874989125,2017-09-12 00:00:00,18.900000095,31.1812497375,11.6437499525,33.125,32.8125,29.3125,22.0,28.0
19.75625026125,2017-09-13 00:00:00,19.4812500475,48.90624999875,9.775000095,47.1875,27.3125,33.75,16.625,21.3125
8.537499964999999,2017-09-14 00:00:00,22.831249715,33.13750004625,15.556250095,38.75,31.4375,16.5,19.9375,12.125
16.9124996675,2017-09-15 00:00:00,19.6499998575,18.23124981,9.28125005875,27.75,47.8125,27.5,17.0625,26.75
16.5937502375,2017-09-16 00:00:00,19.59374988125,10.61250007125,8.51874983375,25.25,63.3125,23.5625,15.625,34.125
14.0874998575,2017-09-17 00:00:00,19.60624981,14.412499905,9.025000035,43.1875,33.5625,18.75,24.6875,52.0
13.75,2017-09-18 00:00:00,19.5874998575,20.4250004275,17.2562501425,30.4375,42.125,39.75,35.6875,44.5
7.5750000475,2017-09-19 00:00:00,14.56874978625,32.63125014375,18.599999905,31.75,34.0,46.5625,33.5,27.875
7.91874998875,2017-09-20 00:00:00,14.56874978625,32.0312497625,25.812499525,47.125,34.0,28.3125,28.25,13.25
9.437499881249998,2017-09-21 00:00:00,14.86875021375,17.58124983375,30.28124952125,34.875,28.75,23.4375,21.8125,17.0625
12.4812500475,2017-09-22 00:00:00,14.86875021375,18.6875,13.125,17.0625,28.75,28.125,23.5625,29.1875
20.5687501425,2017-09-23 00:00:00,26.63124966625,17.01875007125,23.50625038,23.9375,21.625,18.5625,19.9375,29.4375
22.07499992875,2017-09-24 00:00:00,21.6000001425,14.83125007125,19.78125,42.5,30.875,19.4375,21.125,15.8125
23.7874996675,2017-09-25 00:00:00,15.78750026125,13.88125002375,20.08125007125,51.8125,28.5,21.25,19.5625,42.5625
11.79374992875,2017-09-26 00:00:00,28.2625000475,15.4249999525,22.96249962,34.625,33.75,26.8125,26.25,33.5
32.1749992375,2017-09-27 00:00:00,29.39375019,48.94374990375,21.6124999525,23.6875,22.6875,32.125,30.0625,32.5625
15.7937500475,2017-09-28 00:00:00,29.1750004275,56.7500004775,8.962500095,33.25,49.6875,25.25,22.75,27.125
19.643749715,2017-09-29 00:00:00,17.556250095,42.21875047625,12.53125,34.3125,30.6875,30.3125,25.375,52.125
15.50625002375,2017-09-30 00:00:00,10.1875,34.87499976,10.27499997625,22.0,36.5625,24.875,21.875,66.8125
28.11874985625,2017-10-01 00:00:00,22.7437497375,26.962500095000003,17.20625030875,20.0,35.5,18.1875,17.75,44.1875
22.506249905,2017-10-02 00:00:00,29.55000019,28.1937501425,16.5625,15.375,22.25,26.9375,21.6875,67.1875
32.8062498575,2017-10-03 00:00:00,46.66874980875,41.64374971375,14.77499973875,18.0,19.5625,29.625,20.5625,38.3125
29.80624938,2017-10-04 00:00:00,50.275000095,33.19999980875,6.91874992875,21.125,22.5,22.4375,14.25,12.0625
66.22499942500001,2017-10-05 00:00:00,26.75,27.0125000475,9.931250095,28.5,35.375,26.25,18.6875,23.375
88.78749847374999,2017-10-06 00:00:00,20.337500095000003,16.7562501425,17.387500285,14.625,49.375,32.0625,21.5,34.0
67.95624971375,2017-10-07 00:00:00,13.2687499525,16.7562501425,16.781250356250002,29.3125,57.625,32.0625,22.125,16.8125
69.72500085749999,2017-10-08 00:00:00,17.90625,16.7562501425,11.3187502025,21.875,59.125,32.0625,22.4375,9.75
31.3125,2017-10-09 00:00:00,28.543749570000003,16.7562501425,8.4937498575,26.3125,33.5625,32.0625,22.5,16.625
26.487499715,2017-10-10 00:00:00,22.69999981,16.7562501425,4.3000000425,24.625,53.5,32.0625,20.25,22.375
14.06875002375,2017-10-11 00:00:00,25.21875,16.7562501425,6.85625004875,26.375,54.4375,32.0625,22.75,17.4375
7.88125008375,2017-10-12 00:00:00,38.831249715,44.23750019,11.7374999525,18.3125,319.625,13.9375,26.9375,15.6875
10.46875011875,2017-10-13 00:00:00,32.91874933375,44.23750019,10.9624998575,18.25,64.875,13.9375,28.0625,34.4375
17.94999981,2017-10-14 00:00:00,32.08749938125,44.23750019,12.6499998575,18.8125,39.0625,13.9375,28.25,29.3125
22.2812497625,2017-10-15 00:00:00,45.86874961875,44.23750019,14.51875007125,25.3125,35.125,13.9375,22.5,17.5
35.91249966625,2017-10-16 00:00:00,47.549999715,44.23750019,12.9812500475,31.875,49.625,13.9375,21.6875,26.875
38.55000019249999,2017-10-17 00:00:00,68.55625057375,57.56249999875,8.7624999875,60.0625,34.125,30.5,22.375,17.25
26.70625019,2017-10-18 00:00:00,50.13749933,66.96250009625,7.5687500225,34.625,21.125,29.625,19.6875,14.375
31.8125002375,2017-10-19 00:00:00,58.63749980875,54.231249331250005,7.81874990625,28.625,28.125,26.5,19.75,25.9375
13.54374992875,2017-10-20 00:00:00,33.881249905000004,49.89375019125,9.88750010625,25.25,28.625,38.625,26.5625,50.75
26.95624971375,2017-10-21 00:00:00,12.687499881249998,50.71250057375,15.73124992875,44.25,37.125,26.625,21.625,29.3125
16.599999905,2017-10-22 00:00:00,35.46250009625,40.037499905,14.33125013,42.6875,48.5,19.1875,18.3125,22.8125
17.9937498575,2017-10-23 00:00:00,38.9375000025,37.48124957,23.5874998575,21.5625,32.375,22.0625,17.125,15.8125
44.843750238750005,2017-10-24 00:00:00,16.45625007125,41.04374957,23.31874978625,25.625,40.0,28.4375,19.0,15.75
66.76249933375,2017-10-25 00:00:00,14.28125,34.181250335,20.1812497975,29.875,24.6875,30.8125,19.25,21.625
57.3000001925,2017-10-26 00:00:00,18.55624997625,36.593749045,12.11249983375,43.6875,23.625,22.0,13.6875,33.6875
62.9812493325,2017-10-27 00:00:00,22.59375,22.1437499525,4.63749998875,32.625,18.0,20.25,15.0625,29.9375
46.55000066875,2017-10-28 00:00:00,19.1312501425,24.3374998575,5.756249905,18.3125,21.1875,15.625,14.3125,19.125
47.181250095,2017-10-29 00:00:00,27.131249905,22.9125001425,9.88125008375,25.1875,18.9375,17.1875,15.0,22.1875
49.34375000125,2017-10-30 00:00:00,32.499999285,54.018751145,4.806250036250001,26.3125,15.25,42.875,23.5625,23.5
38.7937500475,2017-10-31 00:00:00,34.0124993325,58.15625095375,5.900000095,31.75,28.0,51.5,26.1875,24.875
24.5062496675,2017-11-01 00:00:00,22.5812499525,67.8812503825,5.8562500475,34.4375,38.875,68.0,38.9375,7.625
20.918750285,2017-11-02 00:00:00,23.7000000475,57.31249952375,7.468750061250001,30.8125,34.75,79.8125,38.9375,23.5
10.4250000125,2017-11-03 00:00:00,17.143749952500002,28.4937498575,9.00625008375,38.0,27.0,58.8125,36.6875,42.875
72.7625007625,2017-11-04 00:00:00,17.1375000475,23.68750011875,19.76249981,17.375,26.125,32.875,33.8125,48.375
82.32499981125,2017-11-05 00:00:00,31.6937496675,49.03125047500001,24.0625,20.375,26.4375,69.4375,27.625,40.625
119.493748665,2017-11-06 00:00:00,44.48749971375,54.481250285,19.493750095000003,17.375,18.75,69.75,28.75,25.4375
85.60624980875,2017-11-07 00:00:00,27.412499905,39.65000057375,24.7874996675,19.5,20.25,34.6875,23.0625,26.8125
82.31249904625,2017-11-08 00:00:00,15.28749978625,56.49375009625,32.28124976125,15.625,20.875,35.0625,26.875,36.4375
67.118750095,2017-11-09 00:00:00,10.25625002375,59.475001335,18.11875021375,17.3125,28.75,39.5625,28.1875,43.0
16.5874998575,2017-11-10 00:00:00,13.6124999525,80.0937504775,5.73750001125,23.5625,29.6875,31.875,20.75,32.8125
16.2062499525,2017-11-11 00:00:00,30.843750237500004,92.56249904625,10.41250002375,27.0,26.4375,24.75,21.375,26.375
45.318749905,2017-11-12 00:00:00,38.881249905,34.29375004875,7.16874998625,25.3125,23.125,39.0,25.5,21.875
40.68124962,2017-11-13 00:00:00,18.54999983375,48.41874981,7.71874994,18.0,21.0625,49.25,25.125,34.5625
14.46249997625,2017-11-14 00:00:00,23.712500095000003,49.41250038374999,14.337500095,25.5,19.0625,43.4375,21.75,34.25
22.212500095,2017-11-15 00:00:00,12.875,47.13750028625,7.44375002375,16.6875,21.375,29.625,17.5,32.6875
24.4500000475,2017-11-16 00:00:00,11.68124997625,38.76874995375,3.6750000575,20.9375,19.3125,35.0625,19.1875,41.9375
21.4375002375,2017-11-17 00:00:00,8.63125008375,28.91249990375,5.09374997,18.5,23.375,31.25,28.1875,53.4375
36.412499905,2017-11-18 00:00:00,5.6999999875,21.2124998575,7.06874996375,27.375,23.0625,29.625,26.5,32.75
60.3562502875,2017-11-19 00:00:00,40.09375,31.59375,5.84375006125,27.4375,21.5625,40.3125,23.1875,34.9375
75.29374981,2017-11-20 00:00:00,44.781249522500005,42.66250038375,11.900000095,17.75,21.4375,53.5625,30.6875,57.5
75.29374981,2017-11-21 00:00:00,42.03125047875,29.36250019125,9.256249965,17.75,18.625,102.25,39.625,77.0625
60.206250190000006,2017-11-22 00:00:00,25.275000095,33.77500009625,7.3874999275,16.375,22.875,68.375,35.5,21.8125
19.562500237500004,2017-11-23 00:00:00,19.900000095,17.156249881249998,12.6187498575,20.25,20.5,52.125,19.4375,27.5625
36.6937501425,2017-11-24 00:00:00,30.70624947625,17.631249905,10.22499996375,20.9375,30.125,20.125,13.75,54.9375
50.4562501925,2017-11-25 00:00:00,43.23124981125,11.46875,8.549999951250001,16.5,28.1875,14.0625,14.375,63.4375
48.40000009625,2017-11-26 00:00:00,33.681250095,15.72500002375,12.59375011875,18.5625,28.75,66.625,31.3125,58.25
36.656249998750006,2017-11-27 00:00:00,24.35625016625,28.5,10.88125002375,19.875,27.25,62.3125,43.5,37.375
47.13749933125,2017-11-28 00:00:00,16.406250118750002,25.7999999525,17.612500190000002,21.75,22.125,64.6875,57.1875,39.1875
58.25624990375,2017-11-29 00:00:00,22.275000095000003,32.86249995125,18.06875026125,23.875,24.375,56.5,31.5,32.4375
36.762500285,2017-11-30 00:00:00,34.33124995375,13.38125002375,21.9062497625,21.875,21.6875,88.625,29.1875,26.4375
40.53750038375,2017-12-01 00:00:00,30.26249981,38.91874957125,25.4624998575,22.3125,20.5,35.125,17.5,32.3125
37.774999855,2017-12-02 00:00:00,45.2062506675,18.3062498575,10.99374997625,21.3125,19.0625,23.25,20.8125,26.875
48.32500028625,2017-12-03 00:00:00,54.63749933,20.06874978625,21.00000011875,27.9375,28.5,49.25,33.5,26.0
34.08124995375,2017-12-04 00:00:00,46.875,16.756249905,14.3624999525,27.125,16.5625,50.6875,29.375,21.5
15.5999996675,2017-12-05 00:00:00,34.6375002875,33.09999990375,11.16250002375,32.5,20.9375,40.9375,16.5,19.8125
14.60000002375,2017-12-06 00:00:00,52.599999905,20.98750007125,7.725000023750001,27.9375,17.75,61.9375,46.6875,18.375
19.4624998575,2017-12-07 00:00:00,92.83749962,33.243749855000004,7.03125,27.875,19.25,72.25,38.4375,27.375
19.06875026125,2017-12-08 00:00:00,37.48124981125,29.80000019125,14.52499997625,27.5,20.375,38.9375,39.125,42.8125
15.587500095,2017-12-09 00:00:00,33.28124999875,64.187499045,14.01875007125,23.8125,15.4375,32.375,29.9375,50.625
13.23749983375,2017-12-10 00:00:00,52.75624990375,79.03125047625,5.756250023750001,19.75,16.25,100.1875,49.6875,50.9375
33.21875,2017-12-11 00:00:00,59.05624961625001,65.67500066625,5.8562499875,29.125,14.125,90.75,73.375,37.5
30.937500237500004,2017-12-12 00:00:00,67.98124980875001,69.6499991425,13.84375011875,21.1875,23.4375,90.625,48.625,16.0
44.41875028625,2017-12-13 00:00:00,21.0062501425,39.5500006675,8.3187501125,22.5625,28.4375,111.4375,61.875,34.5
24.5125000475,2017-12-14 00:00:00,37.50625038125,39.33750033374999,14.168749809999998,16.5625,34.5625,52.8125,49.1875,43.4375
19.89375007125,2017-12-15 00:00:00,30.95625018875,17.7625000475,18.368750095,21.0625,52.25,13.625,15.625,21.125
35.40000009625,2017-12-16 00:00:00,14.5812499525,11.66874981,16.23125016625,22.6875,53.125,25.0,30.75,33.5
19.0687501425,2017-12-17 00:00:00,23.34375,19.02499997625,11.56250011875,12.0625,32.625,71.5,44.6875,41.4375
26.75,2017-12-18 00:00:00,25.74374962,23.375,7.00624996625,14.25,28.3125,30.75,20.3125,43.375
41.768750190000006,2017-12-19 00:00:00,27.2000000475,43.86874962,11.5625,14.375,30.1875,21.5,10.4375,56.1875
41.94374990375,2017-12-20 00:00:00,24.8687498575,47.33125019249999,10.2625000475,15.75,24.1875,32.875,21.625,39.5625
72.331251145,2017-12-21 00:00:00,20.9187500475,47.11874961625,9.98750001125,22.25,20.875,47.0625,29.625,27.375
74.35625076250001,2017-12-22 00:00:00,19.46249997625,36.44374966625,20.5187499525,25.0625,26.6875,34.9375,24.0625,36.125
23.381249905,2017-12-23 00:00:00,28.506249905,37.43749976125,21.7437498575,32.625,27.625,27.0625,23.3125,24.0625
23.0062496675,2017-12-24 00:00:00,42.8125,23.700000285,7.88750010625,28.625,21.6875,67.375,32.3125,24.75
36.743750335,2017-12-25 00:00:00,58.0062494275,32.2687499525,11.97500026125,31.1875,18.625,71.5,43.25,19.3125
36.7312502875,2017-12-26 00:00:00,52.77500009625,22.706249715,17.531250118750002,30.8125,27.875,40.5625,25.0,12.875
27.3749997625,2017-12-27 00:00:00,31.70000028625,23.28124999875,15.531249881249998,21.5,26.3125,50.0625,30.25,12.375
30.49999999875,2017-12-28 00:00:00,13.27499997625,60.3249998075,14.35000002375,23.6875,24.4375,48.8125,23.1875,19.9375
53.70624923625,2017-12-29 00:00:00,35.74375057375,64.19375038125,4.899999975,20.0,21.875,23.8125,21.125,18.1875
53.68124914125,2017-12-30 00:00:00,44.33125019125,51.812499522500005,7.100000022500001,27.25,23.9375,38.75,27.875,20.25
39.42500019249999,2017-12-31 00:00:00,22.0312502375,57.2999997125,7.32500004625,32.875,31.4375,56.9375,47.3125,7.875
20.30000019,2018-01-01 00:00:00,33.20625019125,46.85624981,14.0375001425,31.875,26.1875,52.375,35.5625,9.125
41.1187496175,2018-01-02 00:00:00,39.78125,51.02499961875,17.4687502375,23.1875,25.625,45.0625,26.5,14.125
45.249999998750006,2018-01-03 00:00:00,43.19999981,49.6562500025,11.84375,28.5625,37.9375,36.8125,18.5625,12.5
28.91250014375,2018-01-04 00:00:00,72.25624990375,54.706249713750005,8.33125013125,28.625,43.0,33.75,18.375,21.625
