o3_b011,o3_n043,o3_r001,o3_r012,o3_r701,o3_r710,o3_r801,o3_r811,o3_r831,o3_wol1
119.75,101.3125,110.8125,122.0625,120.625,125.75,105.75,125.75,118.75,111.25
81.6875,68.75,75.6875,81.5,81.0,84.0,73.375,83.5,78.5,70.375
93.8125,65.8125,88.0,97.75,89.875,94.375,78.25,93.5,82.375,85.0
70.875,57.25,62.75,71.75,71.25,73.375,66.25,66.875,63.875,60.6875
106.75,75.75,90.4375,102.6875,102.625,102.875,74.625,100.0,88.5,94.0
79.0625,56.375,61.0625,91.3125,68.0,66.625,54.125,64.375,67.25,
51.9375,43.125,53.375,61.1875,80.5,72.625,71.875,86.75,89.25,40.875
89.9375,74.375,83.625,91.75,83.0,87.0,76.125,86.375,79.75,80.5625
83.75,69.0625,79.875,84.625,71.0,73.75,75.0,84.5,78.625,73.375
107.125,68.0625,93.125,108.9375,99.375,106.0,91.125,118.75,103.5,94.1875
66.8125,66.375,59.1875,75.0625,77.75,74.125,62.125,75.625,74.875,58.125
80.0,63.125,65.3125,78.1875,85.0,82.375,72.25,79.5,80.0,57.1875
116.5625,109.4375,100.4375,119.0,101.25,103.625,98.75,107.0,105.5,102.3125
113.9375,103.875,93.5625,116.5625,115.25,114.75,98.375,111.5,106.0,93.5625
149.9375,137.9375,126.25,149.375,152.625,150.125,133.625,141.75,136.875,128.375
88.8125,87.875,82.125,103.25,68.625,73.5,96.5,95.75,82.75,92.3125
74.5625,40.625,65.5625,77.3125,77.25,69.5,51.875,63.5,62.125,64.3125
71.5,54.1875,64.3125,74.9375,58.25,68.625,59.375,83.5,54.875,59.0625
80.9375,54.5,73.4375,84.5,80.5,84.875,64.875,78.0,70.5,69.8125
85.625,60.75,77.4375,89.25,80.0,85.125,72.125,79.625,71.125,74.875
67.375,45.1875,56.1875,74.8125,63.125,61.0,53.5,63.75,66.75,51.9375
73.5625,60.0,70.75,77.75,83.375,85.5,66.0,68.125,71.125,68.375
90.9375,76.0,87.6875,94.125,90.125,91.25,80.75,94.75,87.875,86.6875
71.5,59.1875,71.0,59.5,61.0,63.625,65.875,73.75,61.375,70.875
58.8125,53.375,50.5,64.1875,81.125,78.625,72.375,81.75,84.125,43.3125
75.125,47.9375,64.1875,79.4375,68.625,71.625,52.5,56.5,51.75,62.4375
67.75,50.5,57.375,66.9375,67.875,68.5,56.875,65.125,60.125,52.0
64.5625,40.9375,54.875,70.1875,56.875,62.0,40.75,61.125,53.0,59.6875
63.5625,49.6875,58.9375,62.75,64.25,68.125,56.25,65.125,64.25,56.25
63.5,49.8125,57.875,67.375,67.5,67.625,62.25,71.75,66.5,51.875
29.3125,14.25,26.875,39.625,27.875,26.5,20.875,25.375,26.25,29.3125
58.625,35.6875,52.6875,58.9375,56.75,63.0,48.25,60.875,58.125,46.0625
66.5,48.375,60.375,67.4375,67.0,70.25,57.125,65.625,61.375,55.125
72.3125,46.6875,63.25,73.5,66.875,68.875,46.875,57.25,59.625,59.125
68.125,46.625,59.0625,74.25,73.625,73.875,60.125,69.375,73.0,54.875
47.5625,32.9375,46.875,43.25,52.25,53.0,42.625,50.75,47.5,48.0
80.8125,68.6875,73.375,80.75,67.5,63.75,58.25,72.625,65.625,72.75
117.8125,67.6875,100.9375,110.75,123.375,119.0,101.625,129.75,120.625,97.25
141.875,87.5625,107.125,138.0,137.0,127.0,127.75,159.25,133.0,110.4375
74.6875,65.25,65.0625,82.0,79.25,75.625,63.75,79.75,59.375,64.625
57.375,40.1875,52.1875,68.375,74.75,70.125,63.75,74.875,,49.1875
67.6875,61.5,61.6875,73.75,69.0,69.0,66.375,72.875,,60.125
68.25,61.75,61.5625,73.1875,72.75,69.375,65.0,70.625,,63.25
80.0625,74.25,74.5,56.8125,79.625,72.375,77.0,81.625,,77.1875
85.5,78.4375,71.9375,90.0,74.25,74.625,80.25,87.0,,69.4375
117.875,98.4375,103.8125,116.375,141.125,120.25,113.25,140.625,121.75,97.125
76.0625,50.625,72.5,75.6875,73.625,69.375,58.25,63.625,60.5,72.5
68.9375,43.5625,62.25,71.5625,62.625,66.5,49.5,65.75,59.625,61.8125
68.5,43.0625,61.5625,70.4375,63.5,68.25,54.25,67.375,61.0,59.8125
77.375,60.8125,72.6875,78.6875,75.25,79.375,70.625,80.0,79.5,69.0625
77.5625,75.9375,71.6875,84.6875,79.375,77.5,64.75,70.75,72.0,71.9375
103.375,92.5,87.6875,98.5,86.625,89.625,89.125,97.125,100.625,77.5
91.3125,73.125,67.875,81.375,73.75,77.125,81.25,87.375,83.125,65.3125
47.125,40.5,40.8125,50.6875,53.75,48.625,42.75,50.875,51.25,38.6875
58.9375,35.8125,48.8125,56.75,57.5,56.375,51.0,55.375,57.75,48.625
97.875,60.9375,89.0,98.0,86.0,91.75,78.25,91.25,82.875,81.25
65.4375,49.3125,62.75,68.8125,58.75,58.125,55.25,66.625,55.0,62.3125
51.3125,39.875,48.5625,49.125,41.625,44.25,44.375,50.625,46.75,44.5
51.25,38.1875,46.4375,50.0625,45.625,48.0,36.75,44.375,45.125,44.8125
47.6875,37.25,36.1875,49.375,55.125,51.25,45.125,58.875,45.5,31.0625
53.25,31.75,52.8125,58.4375,33.25,33.75,46.75,44.25,34.625,44.0
68.375,66.25,63.8125,73.875,65.5,62.5,69.625,68.125,61.5,58.125
50.25,43.375,45.75,56.5,62.25,58.0,59.375,65.0,62.625,43.75
56.0625,49.5625,52.1875,60.5625,59.625,59.25,57.5,62.0,61.0,50.375
69.0,59.5,63.375,72.125,71.5,69.5,69.0,70.625,65.375,62.75
67.8125,47.1875,63.9375,74.9375,57.875,58.125,56.0,63.5,59.75,61.875
37.3125,26.4375,34.1875,40.6875,44.5,43.375,10.25,25.5,39.75,30.375
56.625,33.1875,49.25,59.5625,60.25,62.375,34.75,54.875,48.0,43.75
90.125,74.125,79.125,97.0,102.625,94.0,62.125,72.5,74.625,78.0
69.8125,64.9375,61.1875,73.25,73.625,69.5,54.75,64.5,54.875,54.125
41.625,40.0625,38.1875,46.1875,55.5,48.625,42.125,47.0,47.125,33.5625
69.5625,67.625,63.875,72.5,60.875,55.75,56.5,71.0,68.375,65.875
94.4375,73.75,78.9375,92.5,94.375,89.125,76.625,95.75,91.5,77.0
134.5625,94.75,115.375,131.1875,129.75,118.375,115.25,126.125,115.875,110.5625
55.125,24.1875,57.6875,59.0625,108.5,92.625,46.75,50.875,49.75,40.375
79.125,44.75,72.25,82.875,71.75,71.625,60.625,80.0,68.125,68.9375
48.5,21.3125,44.625,46.3125,54.75,44.875,35.625,41.875,47.25,35.375
39.5625,24.4375,36.5,43.1875,49.5,45.75,37.375,48.0,46.0,36.8125
54.5,40.8125,50.125,55.75,55.125,55.375,48.125,57.375,57.375,48.125
50.8125,31.375,45.9375,53.125,53.625,53.875,45.0,53.125,56.625,41.375
49.4375,40.5,43.1875,53.25,53.125,53.375,44.0,54.0,53.375,42.0625
89.9375,64.0,84.5625,91.0625,81.25,86.5,71.875,85.5,83.75,79.875
76.0625,51.75,70.3125,78.3125,59.25,64.375,56.25,66.375,60.25,65.625
33.125,16.875,28.625,37.3125,24.875,28.375,20.0,33.5,38.75,22.8125
30.625,18.6875,28.75,35.5,25.375,23.75,19.25,29.75,20.625,27.4375
52.875,42.5,53.0625,53.1875,43.5,46.625,33.25,42.625,32.125,45.9375
62.5625,53.875,55.5,69.6875,69.0,65.5,53.5,63.5,65.625,55.375
70.9375,31.625,67.4375,69.5625,66.625,67.875,55.5,67.875,63.375,59.8125
76.4375,66.75,62.875,76.8125,65.625,65.625,65.0,72.75,67.125,56.75
42.5625,37.1875,28.6875,53.875,29.75,27.75,28.25,41.75,39.25,34.0
65.3125,39.0625,60.1875,72.9375,72.5,68.25,68.75,70.625,68.0,50.9375
101.4375,83.0625,92.625,102.1875,100.375,97.125,91.125,106.125,94.625,91.875
86.0,59.375,74.5625,81.875,86.875,88.75,78.75,90.125,83.625,76.9375
19.375,18.375,23.625,28.3125,45.0,41.0,28.625,44.75,51.25,24.5625
78.875,49.375,68.9375,75.4375,74.625,76.125,57.625,72.625,71.0,62.4375
49.25,26.9375,43.375,52.1875,38.625,38.5,27.25,32.375,29.625,41.75
64.875,36.625,60.3125,69.5625,55.5,58.125,51.25,64.0,49.0,53.8125
49.9375,30.375,44.1875,50.5625,50.25,50.875,33.0,46.25,40.25,41.875
62.5625,51.1875,55.125,62.1875,58.625,54.5,53.625,61.25,64.375,53.6875
52.4375,40.375,51.5,54.1875,55.875,58.25,44.625,54.625,59.5,48.0625
57.75,39.875,50.3125,60.3125,57.0,58.25,51.0,54.75,55.0,48.4375
43.1875,28.625,39.9375,47.0,38.0,41.375,13.125,23.375,34.75,34.5625
44.1875,37.125,43.1875,47.0625,44.25,42.5,32.5,31.125,35.5,33.3125
78.125,67.75,59.0625,79.5625,74.25,73.625,64.5,78.375,70.375,51.625
94.1875,51.6875,85.9375,94.375,85.625,87.375,69.25,90.625,79.875,81.625
99.5625,69.6875,92.25,98.1875,102.625,99.875,84.75,107.375,98.375,86.4375
60.0,44.8125,61.1875,,58.0,56.625,46.375,58.375,48.5,55.25
62.5625,41.5625,55.0,61.1875,64.0,67.0,52.75,64.125,63.875,52.3125
51.875,35.625,48.6875,48.4375,47.875,47.25,41.5,47.0,34.375,44.9375
52.375,38.25,47.4375,50.375,48.375,53.0,40.75,46.875,46.5,40.0
39.9375,22.8125,34.0,39.625,32.625,32.25,27.5,29.5,40.875,33.375
14.375,8.125,12.1875,15.75,9.375,11.875,8.1875,12.125,18.3125,12.5625
57.4375,36.625,44.125,56.25,48.875,50.875,30.375,50.875,40.625,48.0
54.6875,40.0625,51.6875,54.375,53.125,51.625,47.375,58.125,49.5,48.5
60.3125,34.3125,53.3125,58.0,62.5,62.5,54.125,60.875,62.125,48.875
58.4375,40.375,48.0625,56.25,55.875,60.5,46.125,52.875,37.25,42.75
53.25,33.0625,43.5,53.9375,51.375,56.375,41.875,51.625,,39.5
47.75,20.25,38.25,42.625,52.375,48.5,22.875,37.875,,27.5625
41.625,23.0,33.3125,48.4375,39.625,39.75,22.75,43.5,,34.5
48.1875,32.4375,43.1875,50.6875,37.875,41.875,38.375,42.375,,46.1875
40.9375,39.375,47.3125,45.0,46.125,44.75,38.75,48.375,,42.0625
42.625,23.3125,35.0625,43.5625,43.25,48.875,41.0,45.75,,31.25
57.625,34.5625,50.9375,61.0,41.0,46.125,41.5,51.75,,51.4375
51.4375,29.9375,45.4375,53.5,41.5,45.25,37.125,43.625,43.875,45.0625
43.0625,22.1875,36.8125,47.0625,42.125,44.75,33.0,43.125,44.875,33.5625
49.0625,25.5,44.3125,51.75,36.5,36.5,32.125,40.375,39.0,35.0
79.4375,52.4375,71.0,84.0625,74.375,71.75,60.125,62.875,59.625,61.9375
89.1875,66.5625,89.0625,100.0625,86.25,86.0,70.875,90.75,84.625,90.25
62.5625,29.0,54.6875,69.0,50.0,52.375,25.6875,58.5,33.4375,53.875
34.4375,29.0,29.125,37.625,40.5,39.125,32.25,28.5,38.0,17.75
67.4375,43.875,42.5,62.625,58.75,55.75,47.0,69.25,63.75,42.0
92.375,48.75,61.625,85.1875,79.875,77.5,50.5,78.125,73.375,64.5
78.6875,31.6875,65.8125,88.0625,76.125,73.125,40.375,52.25,55.125,66.1875
85.75,82.875,75.3125,112.375,103.375,94.875,,88.625,81.5,83.8125
108.625,81.1875,102.8125,119.375,112.0,103.375,,112.5,98.1875,94.0625
91.5625,48.875,85.75,97.5625,82.375,88.125,,78.5,56.6875,81.625
55.375,29.5625,41.4375,59.0625,49.875,56.875,,48.125,56.5,36.625
47.8125,30.6875,40.625,47.0,46.75,50.25,,47.625,49.375,36.625
49.5,28.0625,36.875,46.9375,46.5,52.5,33.375,45.0,49.25,36.9375
43.3125,32.625,35.8125,44.125,,,48.25,50.125,54.25,36.0
29.8125,25.75,26.75,33.3125,,,35.625,41.0,52.625,28.625
32.375,26.8125,32.875,37.4375,,,20.375,29.875,24.625,32.25
46.0,28.125,37.0625,44.0625,,,,39.5,44.625,29.125
39.8125,24.6875,32.25,37.6875,,,26.25,33.625,32.875,24.75
34.9375,14.1875,23.0,32.8125,,,13.875,18.375,21.5,20.5625
40.125,28.125,26.0,43.0625,,,29.0,46.125,42.125,23.9375
35.375,23.4375,24.125,36.5,19.3125,17.3125,2.0,1.25,,23.5625
26.1875,23.4375,20.375,34.25,25.375,26.75,,,,20.875
37.875,25.375,36.875,46.8125,35.125,37.0,,,,33.75
39.125,24.6875,31.0,48.75,33.375,37.375,,,,34.6875
50.4375,25.5,40.1875,53.5,47.625,53.5,,,,41.9375
36.25,20.75,28.5,40.6875,38.0,41.875,,,,24.9375
33.25,19.5625,28.3125,38.4375,44.25,46.625,,,,20.9375
37.5,17.375,36.0625,46.0625,30.125,37.25,19.3125,31.25,32.125,36.375
30.75,22.875,26.625,36.75,25.75,27.125,17.25,32.75,25.625,28.25
50.3125,33.5,35.9375,50.0,47.25,49.75,30.0,48.875,41.125,43.25
43.8125,33.1875,30.5625,44.375,34.625,38.75,18.25,34.625,35.5,37.75
18.1875,21.375,26.125,31.8125,22.875,26.25,14.4375,26.875,25.25,32.875
53.9375,27.75,43.75,59.6875,46.0,55.125,28.125,44.25,37.0,43.0
39.0,17.0,25.625,41.0625,33.25,38.875,14.125,31.375,27.0,28.5
24.625,7.625,22.25,36.8125,13.75,18.25,7.5625,4.6875,5.875,20.25
28.125,11.0,23.6875,40.375,26.625,32.375,11.4375,21.0,13.875,27.9375
47.5,23.4375,41.8125,52.75,32.5,36.125,34.375,46.0,28.125,44.4375
46.25,24.9375,41.75,50.8125,45.25,51.75,29.25,42.5,32.5,38.1875
39.1875,26.9375,37.9375,42.5625,34.5,36.0,24.625,40.25,24.875,34.3125
46.5625,22.0,29.5625,48.6875,38.875,43.875,18.9375,27.625,26.0,36.3125
51.75,38.1875,38.75,55.8125,40.0,44.125,21.75,42.75,31.625,38.125
55.125,39.4375,50.6875,63.125,53.625,56.75,32.625,46.875,36.75,50.25
17.5625,11.1875,14.375,23.875,14.75,16.375,4.125,11.1875,8.3125,15.375
32.6875,32.5,26.125,38.875,41.375,44.75,29.875,37.0,38.5,24.125
33.125,26.0625,27.375,36.4375,33.625,37.25,27.375,35.625,22.875,27.5625
3.375,3.8125,3.3125,7.0625,2.1875,3.625,1.9375,6.4375,5.4375,2.9375
25.9375,10.75,21.5625,26.9375,9.625,16.25,10.25,18.9375,10.4375,19.9375
7.8125,6.8125,8.625,24.5625,8.5,9.6875,1.4375,6.8125,5.4375,8.75
19.9375,14.3125,12.625,21.5,13.125,16.5,7.875,17.75,13.625,18.625
10.125,7.1875,11.5625,17.5625,9.0625,11.625,3.6875,10.625,6.1875,12.3125
6.75,6.625,6.6875,8.75,6.125,9.0,5.0625,12.125,8.5,6.75
3.0,4.5625,3.9375,10.8125,4.6875,4.75,1.4375,4.375,1.9375,3.125
5.0,4.8125,5.9375,9.375,3.4375,4.0625,3.8125,8.25,5.875,5.8125
2.9375,3.25,4.25,5.6875,1.375,1.75,1.9375,6.25,3.4375,4.5
4.375,3.6875,3.6875,6.9375,3.5,5.0,1.125,2.1875,1.625,3.625
11.4375,4.375,9.3125,17.875,14.375,21.0,1.3125,7.75,2.875,8.375
8.75,4.5625,8.3125,15.5625,3.5,8.0625,,8.75,4.0625,6.0
3.0625,3.375,3.9375,20.0,4.3125,4.875,,10.75,5.875,2.625
2.3125,4.0,3.8125,8.125,1.0,1.0,1.0,2.5,1.0,2.1875
4.4375,3.5,4.0625,9.5625,1.875,2.1875,1.125,2.0,1.0,3.125
2.0625,2.0,2.25,2.75,1.9375,3.75,1.0,3.125,1.0,2.0
7.0,2.125,4.5,10.125,5.9375,7.8125,4.0625,9.25,1.875,5.875
7.3125,2.0,4.75,12.25,12.75,14.0,9.6875,11.375,7.75,6.375
30.0625,13.9375,20.6875,33.6875,27.5,29.375,19.75,25.25,25.75,23.0
48.875,33.8125,42.875,43.4375,45.25,49.125,38.75,44.125,46.875,39.6875
17.375,9.6875,16.0625,23.6875,20.0,24.6875,4.5,9.4375,5.0,14.8125
29.0625,16.1875,24.4375,34.4375,22.375,28.0,17.375,23.625,14.5,23.8125
29.75,16.3125,18.625,37.5,22.4375,24.4375,6.4375,22.5625,18.25,25.1875
31.375,21.0,28.6875,39.5625,29.625,32.25,12.125,24.125,9.9375,27.8125
45.5,37.0,41.375,49.0625,49.25,52.25,33.375,50.375,43.875,38.0
55.625,37.4375,45.0,52.0625,50.625,52.0,40.875,50.625,41.5,43.25
55.0,42.5625,49.375,57.5,46.5,52.75,38.875,47.75,48.25,38.6875
48.3125,30.875,36.375,46.6875,42.75,45.875,37.0,37.125,47.875,34.625
47.0,22.3125,30.0625,44.375,31.75,40.75,18.25,28.375,35.25,25.5
56.9375,38.0,45.5625,53.8125,55.625,61.25,49.5,44.625,53.875,41.5
58.1875,40.6875,53.0,58.75,50.875,51.625,45.5,50.375,45.375,49.3125
60.0,24.0625,33.875,59.6875,44.25,50.875,42.625,47.25,45.75,44.5
38.0,21.125,24.75,39.0625,29.625,37.375,24.375,34.875,38.75,21.3125
41.5625,27.3125,33.8125,47.4375,32.0,41.75,18.75,33.875,22.875,37.25
40.625,27.6875,35.6875,48.9375,34.625,36.875,26.5,34.5,35.125,37.0625
59.4375,48.5625,59.4375,63.375,58.125,60.0,50.125,60.0,51.875,50.875
57.25,34.25,44.25,59.8125,44.625,49.125,38.125,46.5,39.375,42.8125
57.875,34.125,47.625,60.4375,51.375,53.0,41.875,49.0,38.625,50.3125
47.4375,42.0625,47.9375,50.625,46.375,52.625,32.875,53.75,52.5,34.5625
35.625,15.1875,16.625,30.625,41.0,42.125,24.0,33.75,41.5,16.875
44.6875,34.25,31.8125,46.5,47.25,51.25,32.625,49.0,51.25,35.1875
31.125,21.625,31.4375,40.0625,23.4375,17.1875,17.0,27.0,28.6875,31.1875
35.5,25.9375,23.1875,33.875,36.75,42.375,34.125,40.875,49.875,20.3125
11.5,2.0625,6.9375,14.625,6.3125,7.625,4.5625,3.9375,6.4375,6.625
17.1875,4.5625,9.5625,15.5,13.375,19.75,5.5625,5.3125,8.4375,6.25
39.0,26.3125,37.6875,46.625,42.875,45.875,30.375,41.0,32.375,34.5
52.5625,41.25,51.25,54.5625,52.75,54.125,46.625,57.625,61.0,49.375
45.5,32.6875,40.5,50.5,51.0,54.125,41.5,50.375,45.0,39.8125
44.5625,26.75,39.5,45.9375,39.75,41.0,33.375,38.875,24.0,37.5625
30.125,23.4375,31.3125,41.8125,22.75,31.25,26.375,32.625,24.875,31.75
35.9375,27.375,36.0625,37.125,36.0,35.25,30.875,40.0,24.625,25.0
56.75,42.5,49.25,56.0,54.875,59.625,44.625,45.375,48.5,41.25
59.625,38.875,56.875,60.25,61.125,63.625,53.125,51.75,57.25,53.625
42.375,27.0625,34.75,43.3125,40.125,45.125,26.5,31.125,27.625,29.3125
51.625,41.4375,51.1875,54.1875,51.875,53.75,44.0,51.375,44.125,46.625
56.9375,30.8125,53.5,59.4375,55.375,56.75,47.25,53.5,53.875,50.6875
62.5625,50.4375,54.9375,62.9375,59.75,64.0,52.25,59.0,56.75,48.9375
60.5625,47.5625,54.4375,62.0,62.0,64.875,56.875,56.625,56.375,52.1875
68.1875,56.4375,64.6875,68.9375,69.125,69.625,62.875,66.75,65.625,59.0625
47.0,43.9375,43.9375,49.3125,52.0,53.875,40.375,55.625,58.0,44.5625
52.75,47.0625,44.75,53.3125,52.625,58.0,48.625,41.5,46.0,40.4375
40.1875,32.875,34.5,41.125,46.5,52.75,39.875,48.125,48.5,32.5625
19.0,2.9375,8.6875,16.25,17.875,26.0,6.5,7.75,9.5,12.625
20.1875,5.375,14.0625,22.375,13.875,13.9375,5.5,6.6875,14.0625,10.875
33.6875,19.875,27.3125,35.25,19.625,28.25,20.125,23.1875,21.375,22.4375
36.3125,24.4375,31.125,39.3125,34.25,38.875,27.375,35.0,46.625,31.5
27.25,28.625,20.8125,32.875,32.375,39.5,29.0,46.125,48.25,19.625
20.5625,28.3125,18.75,30.125,26.25,28.625,33.625,37.25,29.875,16.3125
25.25,13.5,21.0625,30.6875,31.125,33.625,18.375,36.0,40.375,21.375
5.0625,4.4375,6.625,18.0625,5.75,6.5,3.25,11.375,8.3125,5.75
8.0,3.9375,8.25,13.375,6.75,6.5625,4.25,6.75,2.6875,7.25
17.1875,6.9375,12.8125,25.8125,12.75,12.75,8.875,11.5,6.3125,14.1875
44.875,22.75,31.0625,44.3125,41.125,48.875,28.25,31.75,34.625,25.4375
53.3125,35.8125,43.5,53.0,53.5,58.625,46.375,38.25,43.375,41.4375
57.0625,48.4375,48.9375,56.1875,53.125,59.625,50.0,47.125,47.0,44.1875
58.6875,49.8125,50.6875,60.125,54.875,60.375,51.0,55.5,55.375,46.8125
34.1875,19.125,26.0,33.25,27.5,33.875,13.25,28.75,34.0,23.6875
18.0,13.0,18.25,27.1875,17.1875,22.6875,6.5625,11.875,19.4375,20.4375
11.9375,17.625,25.0625,35.625,26.25,29.0,7.625,17.875,16.125,26.375
31.9375,13.25,18.0625,41.1875,16.875,23.75,5.125,13.375,8.3125,20.125
34.625,17.125,29.5,43.4375,21.5,27.5,17.125,30.25,19.25,29.125
16.5,17.8125,14.4375,23.0,7.0625,8.5625,7.75,18.25,19.625,13.5
36.625,40.125,30.5,38.9375,31.25,32.75,27.375,39.625,38.125,30.625
15.8125,8.5625,5.5,4.0,24.0,22.5,1.0625,11.5,13.375,14.5625
13.875,13.4375,11.0,14.8125,10.0,12.5,11.5,26.5,20.875,9.25
44.0,42.5625,34.875,43.625,44.0,45.75,38.875,56.375,53.875,35.25
39.3125,30.875,26.125,38.4375,39.875,42.0,37.125,48.875,49.5,34.125
13.0,8.5,10.125,19.9375,19.5,23.75,5.25,17.375,14.25,9.4375
11.375,12.1875,11.5625,28.5,18.125,13.0,7.875,14.5,18.5,10.3125
41.875,34.3125,40.0,46.875,45.25,49.125,22.875,44.5,35.0,39.5
11.25,17.25,13.3125,24.25,25.75,24.625,16.0,22.625,21.5,18.5625
33.6875,32.4375,26.1875,37.125,32.375,35.125,26.0,44.0,34.875,25.1875
37.8125,32.0625,24.375,31.4375,40.0,41.625,33.0,59.375,38.875,25.4375
18.625,14.6875,12.125,21.625,24.125,28.75,10.875,30.0,25.75,9.0625
22.3125,18.8125,15.4375,22.5,16.0,19.25,19.625,40.125,40.25,12.8125
34.0625,36.3125,24.0,40.5,33.375,36.875,31.5,53.0,52.25,27.125
13.375,6.0625,11.6875,15.5625,6.75,8.75,3.25,11.75,8.0,5.125
12.1875,3.1875,5.9375,8.1875,19.5625,19.625,5.5625,9.375,14.0625,4.4375
40.5,32.5,31.375,42.1875,52.125,52.625,30.875,55.875,47.0,26.6875
55.6875,49.6875,44.4375,56.875,63.0,62.5,41.0,65.375,64.0,46.875
40.4375,34.875,38.375,46.5625,45.0,44.625,26.625,47.875,44.125,38.25
15.6875,5.5,11.625,17.6875,19.3125,24.9375,11.875,18.5,9.0,8.875
57.625,45.25,49.9375,60.75,60.125,64.5,46.75,61.25,57.5,47.6875
60.5625,53.25,49.25,63.0,63.125,67.125,54.75,69.875,69.25,47.8125
55.0625,31.25,47.875,58.8125,40.375,49.875,36.0,46.75,46.25,41.3125
42.6875,23.1875,33.0,49.8125,39.5,45.625,30.0,33.875,37.625,37.3125
56.75,36.625,47.25,61.5625,48.125,51.625,44.875,50.625,49.75,44.125
39.25,22.4375,33.5625,41.0625,33.5,32.0625,29.375,33.3125,15.6875,32.375
25.6875,13.9375,22.0,24.6875,,21.0,13.375,13.9375,13.4375,16.875
56.875,50.125,44.25,60.25,,,48.5,57.75,53.875,44.375
37.5,32.5625,26.75,38.375,,,41.25,54.375,57.5,23.625
7.5,18.25,8.375,17.25,,,13.5,15.875,14.375,10.3125
,12.1875,,,,,12.75,12.9375,5.375,
,9.25,,,,,7.4375,7.625,9.5,
,3.125,,,,,1.625,6.375,5.75,
2.5,3.1875,2.1875,3.0,1.375,1.5625,1.375,10.25,5.125,3.0625
43.5,27.8125,35.0,46.0,28.875,36.125,,,,32.3125
37.3125,25.75,28.25,39.8125,41.875,46.5,,,,29.8125
42.5625,34.25,48.125,53.0,56.0,58.875,,,,43.8125
37.0625,15.25,28.25,40.3125,19.125,22.375,,,,24.0625
40.875,28.4375,28.375,44.9375,42.0,47.0,,,,29.0625
51.5625,42.0,35.5625,52.6875,57.0,59.0,,,,38.375
55.125,29.6875,42.25,55.0,44.75,51.5,36.875,46.5,39.75,35.5
47.0625,28.0,22.8125,31.3125,36.625,41.25,33.625,36.25,26.625,37.4375
70.9375,67.1875,56.9375,73.125,70.125,70.375,56.25,75.75,63.5,58.8125
35.875,32.4375,27.25,37.625,39.0,40.0,23.375,49.625,42.625,25.3125
37.875,34.3125,27.75,40.0,26.625,29.625,31.75,48.75,42.25,30.25
28.9375,25.5625,30.9375,40.5625,26.625,29.375,24.375,41.0,41.5,28.6875
42.8125,11.625,31.25,47.875,36.25,49.5,13.0,17.25,15.5625,31.1875
35.4375,12.5,27.375,28.1875,45.875,55.125,37.375,47.25,46.5,19.375
65.4375,45.8125,63.5625,71.0625,56.0,66.125,53.75,70.625,60.25,57.5625
69.625,57.25,65.5,73.5,73.0,77.125,66.5,73.75,71.875,61.8125
61.75,14.375,52.0625,68.0625,61.625,72.25,65.125,73.5,72.375,45.25
62.5,,51.1875,66.25,60.875,67.125,40.25,49.125,48.0,42.0625
62.9375,39.9375,42.8125,70.1875,67.875,74.625,52.625,70.375,68.25,49.9375
69.9375,51.1875,48.625,79.5,66.625,72.625,43.75,68.875,60.125,46.5
57.1875,52.25,44.8125,71.3125,62.25,67.625,46.25,64.125,53.125,29.75
69.4375,66.0625,52.8125,74.125,60.875,68.625,64.0,72.75,70.75,35.5
63.125,58.0625,47.5625,64.3125,33.0,47.125,56.375,64.0,57.875,32.0
71.375,66.25,53.6875,75.25,70.375,75.125,73.75,83.125,81.25,40.4375
72.375,64.9375,52.75,87.4375,66.625,72.125,69.0,80.875,66.625,42.875
82.25,74.0625,61.75,83.1875,75.625,82.25,60.875,95.875,86.125,44.875
75.8125,66.875,61.6875,81.375,76.625,81.75,72.875,84.25,74.875,47.5625
57.8125,50.6875,43.6875,62.875,65.25,69.375,54.25,69.625,66.25,33.375
74.6875,70.375,57.875,75.1875,78.125,81.875,73.875,81.625,79.625,53.875
70.625,65.375,60.8125,72.25,73.5,75.25,64.125,74.25,74.5,50.875
63.75,59.9375,54.625,77.625,64.875,67.125,49.375,53.75,60.75,48.5
70.125,50.5,56.4375,77.8125,64.25,68.375,65.75,68.5,57.25,31.6875
66.3125,49.5625,57.5625,75.3125,54.875,58.75,17.1875,48.125,52.25,38.0625
50.4375,43.125,35.375,51.0,41.25,47.625,43.5,55.375,56.875,27.125
65.5,60.875,53.75,69.25,73.125,73.5,55.75,70.0,69.375,43.875
86.875,72.5,67.4375,86.875,85.625,90.875,82.625,85.0,85.25,61.6875
88.5,73.1875,83.9375,91.0625,83.125,87.625,76.75,81.875,77.875,66.375
56.625,42.9375,51.75,56.8125,63.875,67.75,54.5,61.75,60.375,32.3125
55.3125,35.3125,44.4375,65.5,54.375,59.625,45.75,52.125,50.5,31.375
62.25,37.5625,50.9375,66.6875,60.75,64.125,43.0,51.25,51.25,53.8125
62.25,42.8125,49.8125,70.125,55.125,60.375,51.875,55.125,62.0,42.0625
81.3125,63.5,70.0625,84.4375,53.5,56.875,52.625,49.5,42.25,61.6875
79.75,77.625,66.8125,82.1875,80.625,85.375,80.875,85.25,81.75,68.3125
77.25,79.0,68.9375,79.0,88.25,90.125,76.25,81.125,83.25,72.5
84.6875,79.5625,70.4375,84.4375,85.375,90.25,81.875,86.625,82.5,65.0
